dataset,file,label,feature,missing_rate,outlier_rate_iqr,skewness,kurtosis_excess,n_nonmissing,recommended_missing,recommended_outlier,recommended_normalization,recommended_pipeline
cheating,Frage 3_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Y,44.89703892980611,12.247681396617567,-0.496524767303723,1.9151000459097154,3666,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Start,44.89703892980611,0.0,0.42265395819692547,-0.35764137752511305,3666,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation End,44.89703892980611,0.0,0.41952340883862743,-0.3565126605409801,3666,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_010_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Dispersion,44.89703892980611,4.25531914893617,1.335640278762531,2.001296394186905,3666,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeLeftx,1.6721491228070176,0.0,-0.34599230188129715,-1.355042110292768,7174,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeLefty,1.6721491228070176,0.0,-0.45550492940106524,-1.3302998093165916,7174,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeRightx,1.6721491228070176,0.0,-0.38771749257451815,-1.2871431532540794,7174,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_GazeRighty,1.6721491228070176,0.0,-0.4309767726349635,-1.27446218395122,7174,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_PupilLeft,1.6721491228070176,0.0,-0.8714172667238929,-1.202103470396628,7174,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_PupilRight,1.6721491228070176,0.0,-0.9530953536874545,-1.0573882147490556,7174,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_DistanceLeft,1.6721491228070176,0.0,-0.8889197454632445,-1.1952802619195453,7174,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,ET_DistanceRight,1.6721491228070176,0.0,-0.966961590529955,-1.0489730729058602,7174,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze X,28.686951754385966,4.651162790697675,-0.30106315660004623,-0.11965034071822567,5203,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Y,28.90625,9.408135723925197,-0.7836866617229894,2.45818580189085,5187,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Gaze X,27.98793859649123,4.644080700418728,-0.29728249085874137,-0.12663217811831506,5254,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Gaze Y,28.289473684210524,9.594801223241591,-0.7660292722923999,2.415686781062446,5232,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Interpolated Distance,27.93311403508772,3.8227462913655383,0.7442226593614091,2.4389267876977927,5258,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Velocity,29.44078947368421,17.657342657342657,4.6154217680271,26.518430557463635,5148,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Gaze Acceleration,30.01644736842105,20.81864473168821,0.43270405034472254,31.888790569752945,5106,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation X,42.406798245614034,4.8548310328415045,-0.2981349186521351,-0.12442625855053357,4202,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Y,42.406798245614034,7.639219419324131,-0.8722367801349793,3.1263597276856174,4202,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Start,42.406798245614034,0.0,0.19351587516212135,-1.2966555612299733,4202,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation End,42.406798245614034,0.0,0.19129764866587667,-1.2956299181004505,4202,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_011_Anonymous 09-05-23 12h41m.csv,1.0,Fixation Dispersion,42.406798245614034,1.142313184198001,1.0734346019449705,0.38888053406037537,4202,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeLeftx,1.6767454645409567,0.5591277606933185,1.196362938306181,0.31916212613487405,7154,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeLefty,1.6767454645409567,0.0,0.6055525046871735,-1.2100204260330756,7154,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeRightx,1.6767454645409567,0.8247134470226446,1.3952454849880453,0.776456033919505,7154,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_GazeRighty,1.6767454645409567,0.0,0.8248254753580095,-1.0064876669709972,7154,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_PupilLeft,1.6767454645409567,0.0,-0.01842630366539028,-1.9793178516309902,7154,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_PupilRight,1.6767454645409567,0.0,0.14247578965618451,-1.9608477077508335,7154,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_DistanceLeft,1.6767454645409567,0.0,-0.022006249570391566,-1.9823087364214416,7154,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,ET_DistanceRight,1.6767454645409567,0.0,0.13595525189136728,-1.9693330225437813,7154,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze X,61.146234194612425,5.907322249734701,0.5370229812172131,0.7788994688689552,2827,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Y,46.99010445299615,1.322271195229453,-0.5647596317351956,0.02581222944218764,3857,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Gaze X,60.06047278724574,6.056434962147281,0.5983342929806005,0.8496642593704915,2906,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Gaze Y,45.876855415063226,1.802945657694261,-0.5618229011676708,0.03388532871845085,3938,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Interpolated Distance,42.68829026937878,1.3908872901678657,1.4438205638567696,7.9177564712678405,4170,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Velocity,64.73336998350742,12.431800467653936,5.172636173425613,35.299555197863185,2566,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Gaze Acceleration,65.47553600879604,20.18312101910828,-0.48561261397275773,27.090396027522026,2512,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation X,75.94832325453545,4.457142857142857,0.4455346936640018,1.0100473272162422,1750,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Y,75.94832325453545,1.3142857142857143,-0.05074024467280614,-0.22899733967808178,1750,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Start,75.94832325453545,0.0,0.2663118981733848,-0.8778551403112189,1750,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation End,75.94832325453545,0.0,0.25583406451512486,-0.8825623641070628,1750,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 3_013_Anonymous 09-05-23 13h35m.csv,1.0,Fixation Dispersion,75.94832325453545,1.9428571428571426,2.6339647957516377,18.67042498062903,1750,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLeftx,1.676284693597142,0.0,0.7893869689607055,-0.892365649294677,7156,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeLefty,1.676284693597142,0.0,0.6731304256198236,-0.4025834534240489,7156,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRightx,1.676284693597142,0.0,0.8245811447664345,-0.8798738526053396,7156,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_GazeRighty,1.676284693597142,0.0,0.6581203838335402,-0.5953930073278779,7156,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilLeft,1.676284693597142,0.0,-0.3332028923105545,-1.8560691175226154,7156,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_PupilRight,1.676284693597142,0.0,-0.11375968522877573,-1.9610786012220682,7156,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceLeft,1.676284693597142,0.0,-0.34293415435978,-1.8638848898264004,7156,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,ET_DistanceRight,1.676284693597142,0.0,-0.1183027569966604,-1.9677385632224198,7156,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze X,50.02748007694422,0.0,-0.16695128280431693,-1.1069166500071965,3637,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Y,50.137400384721076,15.679250482226509,1.6556230367682314,2.804863926491767,3629,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Gaze X,49.78015938444628,0.0,-0.16468295306175282,-1.1113947315812607,3655,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Gaze Y,49.87633965375103,15.762061403508772,1.6538901493034652,2.7973472498616068,3648,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Interpolated Distance,40.89035449299258,2.1385402138540215,-0.22686892786797683,0.49515057507643867,4302,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Velocity,53.270129156361634,15.319023816524552,5.089805291685007,30.21617039926219,3401,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Gaze Acceleration,53.682330310524875,19.28211213289825,-0.19400624239286385,31.797400399709105,3371,KNN_or_MICE_critical,IsolationForest,RobustScaler,KNN_or_MICE_critical + IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Fixation X,63.863698818356696,0.0,-0.19011826488814182,-1.1162504951860375,2630,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Y,63.863698818356696,9.581749049429659,2.2432600396005546,6.458765343888267,2630,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Start,63.863698818356696,0.0,0.0495372728613788,-1.035875566620688,2630,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Fixation End,63.863698818356696,0.0,0.044897769927926844,-1.04257711644766,2630,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 09-05-23 12h04m.csv,1.0,Fixation Dispersion,63.863698818356696,1.7870722433460076,0.960282510035012,0.34035115715569697,2630,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_GazeLeftx,1.6781292984869325,0.0,1.050964935458679,-0.2416033132577633,7148,LOCF_or_Mean,MAD_or_IsolationForest,RobustScaler,LOCF_or_Mean + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_GazeLefty,1.6781292984869325,0.0,0.3078283917359899,-1.7569360040536433,7148,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_GazeRightx,1.6781292984869325,0.0,0.9953598011748103,-0.37554824339214443,7148,LOCF_or_Mean,IQR_or_IsolationForest,MinMaxScaler,LOCF_or_Mean + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_GazeRighty,1.6781292984869325,0.0,0.3114520183009113,-1.7317077600287787,7148,LOCF_or_Mean,ZScore,StandardScaler,LOCF_or_Mean + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_PupilLeft,46.217331499312245,0.0,44.238779955721725,1959.2613383003672,3910,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_PupilRight,46.56121045392022,0.0,44.23801518548007,1963.2993164156564,3885,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_DistanceLeft,46.23108665749656,0.0,62.49800201514736,3909.0000000000014,3909,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,ET_DistanceRight,46.57496561210454,0.0,62.29767457564397,3884.000000000005,3884,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,Gaze X,54.27785419532325,0.0,0.2063524297600986,-1.0349725895010045,3324,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,Gaze Y,54.33287482806052,3.9457831325301203,-0.7478141617449104,5.612028864716615,3320,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,Interpolated Gaze X,54.0302613480055,0.0,0.2047945712046406,-1.0421182824258501,3342,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,Interpolated Gaze Y,54.085281980742785,4.014379868184541,-0.7186259305371347,5.526919631096039,3338,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 11h49m.csv,1.0,Fixation Dispersion,65.58459422283356,8.15347721822542,2.0071260142498497,4.693981528243874,2502,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Interocular Distance,80.1876817340735,0.06671114076050699,-0.16476590934761975,-0.6308104570299018,2998,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_GazeLeftx,20.466560930478455,0.0,0.8554574552344961,-0.7187594686170238,12035,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_GazeLefty,20.466560930478455,0.0,0.32367281718630897,-1.453604090496267,12035,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_GazeRightx,20.466560930478455,0.0,0.6499833308989866,-1.108021719519326,12035,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_GazeRighty,20.466560930478455,0.0,0.06461866697062506,-1.5814333561095477,12035,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_PupilLeft,20.466560930478455,0.0,1.0552417099128706,-0.8735797307515409,12035,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_PupilRight,20.466560930478455,0.0,1.1213567639077593,-0.7314987671330053,12035,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_DistanceLeft,20.466560930478455,0.0,-0.02129850009299529,-1.9979123084112922,12035,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,ET_DistanceRight,20.466560930478455,0.0,-0.26832806300435713,-1.926293612338789,12035,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Gaze X,45.06344171292625,0.0,0.036755598178329914,-1.2954515909490576,8313,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Gaze Y,45.07665873645255,8.795572133317291,-0.5182881640803557,4.5571028118159935,8311,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Interpolated Gaze X,31.19217552207243,0.0,0.053868401442013436,-1.2443869363378817,10412,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Interpolated Gaze Y,31.21200105736188,8.358151599577289,-0.65482124549227,4.6816930762471385,10409,KNN_or_MICE_critical,IQR_or_IsolationForest,MinMaxScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + MinMaxScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Interpolated Distance,31.19217552207243,4.533230887437572,0.20322253533674114,4.42157023377642,10412,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Gaze Velocity,31.26486915146709,5.374483222767042,3.0595081392967223,16.543365326557815,10401,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Gaze Acceleration,31.291303198519692,6.703856881792825,0.0670918108796429,8.605010134609952,10397,KNN_or_MICE_critical,IQR_or_IsolationForest,StandardScaler,KNN_or_MICE_critical + IQR_or_IsolationForest + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Start,55.736188210415015,0.0,0.2456970913200161,-0.94326513611973,6698,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade End,55.736188210415015,0.0,0.24556271407825495,-0.9434674206833957,6698,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Amplitude,57.0578905630452,10.326254232071406,3.940140470525569,16.619384021963853,6498,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Peak Velocity,55.736188210415015,6.942370856972231,2.2790658208953483,7.3552434421373025,6698,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Peak Acceleration,55.736188210415015,6.628844431173484,2.349053427486776,8.038935118890848,6698,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Peak Deceleration,58.58445678033307,6.749640976543801,-2.3711822057694154,8.444281699090663,6267,KNN_or_MICE_critical,MAD_or_IsolationForest,RobustScaler,KNN_or_MICE_critical + MAD_or_IsolationForest + RobustScaler
cheating,Frage 4_001_Anonymous 15-06-23 15h12m.csv,1.0,Saccade Direction,57.0578905630452,0.0,-0.04817509586885257,-1.2147645035161314,6498,KNN_or_MICE_critical,ZScore,StandardScaler,KNN_or_MICE_critical + ZScore + StandardScaler
